Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10
109,2012-04-12,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,392.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,394.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,33.0,380.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,395.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,34.0,400.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,272.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,33.0,384.0
109,2012-05-02,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,186.0
109,2012-05-08,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,29.0,185.0
109,2012-05-10,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,182.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,187.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,189.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,189.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,181.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,20.0,189.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,188.0
109,2012-06-05,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,33.0,254.0
109,2012-06-11,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,232.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,233.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,255.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,192.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,31.0,198.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,29.0,249.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,33.0,284.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,31.0,113.0
109,2012-07-03,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,32.0,226.0
109,2012-07-09,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,219.0
109,2012-07-11,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,226.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,202.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,34.0,235.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,31.0,229.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,32.0,237.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,33.0,223.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,29.0,143.0
109,2012-08-09,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,28.0,150.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,26.0,144.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,29.0,146.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,150.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,29.0,153.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,29.0,162.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,28.0,159.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,25.0,147.0
109,2012-09-04,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,18.0,153.0
109,2012-09-10,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,28.0,146.0
109,2012-09-12,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,24.0,147.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,146.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,148.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,28.0,149.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,155.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,151.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,154.0
109,2012-10-03,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,168.0
109,2012-10-10,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,148.0
109,2012-10-12,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,29.0,150.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,28.0,155.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,167.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,149.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,32.0,154.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,154.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,150.0
109,2012-11-02,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,166.0
109,2012-11-08,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.0,31.0,175.0
109,2012-11-10,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,162.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,30.0,173.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,182.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,31.0,187.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,200.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,195.0
109,2012-12-04,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,192.0
109,2012-12-10,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,199.0
109,2012-12-12,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,35.0,187.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,198.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,25.0,192.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,213.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,33.0,225.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,209.0
109,,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj, Lucknow",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,32.0,239.0
113,2012-01-03,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,34.0,213.0
113,2012-01-05,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,36.0,228.0
113,2012-01-09,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,35.0,256.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,40.0,248.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,38.0,222.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,39.0,217.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,40.0,228.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,34.0,234.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,41.0,244.0
113,2012-02-03,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,35.0,220.0
113,2012-02-07,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,37.0,217.0
113,2012-02-09,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,36.0,226.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,212.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,35.0,216.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,35.0,221.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,217.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,218.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,209.0
113,2012-03-05,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,207.0
113,2012-03-09,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,30.0,220.0
113,2012-03-11,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,212.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,33.0,222.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,34.0,220.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,204.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,205.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,30.0,193.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,198.0
113,2012-04-03,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,32.0,419.0
113,2012-04-07,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,407.0
113,2012-04-10,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,34.0,339.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,34.0,421.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,29.0,414.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,413.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,416.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,33.0,423.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,34.0,435.0
113,2012-05-02,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,202.0
113,2012-05-04,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,34.0,202.0
113,2012-05-08,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,33.0,204.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,199.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,189.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,192.0
113,2012-06-01,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,189.0
113,2012-06-06,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,30.0,260.0
113,2012-06-08,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,253.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,257.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,225.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,32.0,282.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,33.0,255.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,206.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,301.0
113,2012-07-02,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,206.0
113,2012-07-04,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,33.0,251.0
113,2012-07-06,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,34.0,233.0
113,2012-07-11,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,32.0,215.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,32.0,217.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,182.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,199.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,209.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,220.0
113,2012-08-01,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,30.0,149.0
113,2012-08-06,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,30.0,175.0
113,2012-08-08,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,28.0,145.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,169.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,163.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,142.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,166.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,28.0,149.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,23.0,145.0
113,2012-09-03,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,29.0,148.0
113,2012-09-05,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,152.0
113,2012-09-07,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,147.0
113,2012-09-12,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,150.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,169.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,150.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,152.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,29.0,152.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,164.0
113,2012-10-01,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,155.0
113,2012-10-04,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,31.0,155.0
113,2012-10-09,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,28.0,154.0
113,2012-10-12,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,151.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,29.0,163.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,30.0,159.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,160.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,154.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,165.0
113,2012-11-01,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,167.0
113,2012-11-05,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,31.0,169.0
113,2012-11-07,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,31.0,173.0
113,2012-11-10,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,32.0,211.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,191.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,7.0,30.0,189.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,194.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,190.0
113,,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,31.0,185.0
113,2012-12-03,Uttar Pradesh,Lucknow,"Talkatora, Lucknow",Uttar Pradesh State Pollution Control Board,Industrial Area,8.0,32.0,186.0
